order_id,customer_id,store_id,order_date,order_status,payment_method,shipping_cost,n_items
215,12677,13,2010-02-11,Completed,Unknown,0.0,8
216,12567,13,2010-02-11,Completed,Unknown,0.0,26
217,12471,14,2010-02-12,Returned,Unknown,0.0,1
218,12471,14,2010-02-12,Returned,Unknown,0.0,3
219,12695,13,2010-02-12,Completed,Unknown,0.0,18
220,13815,14,2010-02-12,Completed,Unknown,0.0,43
221,12422,1,2010-02-14,Completed,Unknown,0.0,15
222,12665,14,2010-02-15,Returned,Unknown,0.0,3
223,12391,8,2010-02-15,Completed,Unknown,0.0,46
224,12380,4,2010-02-15,Completed,Unknown,0.0,51
225,12426,14,2010-02-15,Completed,Unknown,0.0,46
226,13902,10,2010-02-15,Completed,Unknown,0.0,14
227,12472,14,2010-02-16,Returned,Unknown,0.0,3
228,17404,33,2010-02-16,Completed,Unknown,0.0,15
229,12645,14,2010-02-17,Returned,Unknown,0.0,2
230,12600,14,2010-02-18,Completed,Unknown,0.0,9
231,14646,24,2010-02-18,Completed,Unknown,0.0,37
232,14646,24,2010-02-18,Completed,Unknown,0.0,7
233,14646,24,2010-02-18,Completed,Unknown,0.0,14
234,12416,1,2010-02-21,Completed,Unknown,0.0,11
235,13813,14,2010-02-22,Returned,Unknown,0.0,1
236,12490,13,2010-02-22,Returned,Unknown,0.0,1
237,12389,1,2010-02-22,Completed,Unknown,0.0,6
238,12391,8,2010-02-22,Completed,Unknown,0.0,3
239,12360,2,2010-02-22,Completed,Unknown,0.0,10
240,17829,37,2010-02-22,Completed,Unknown,0.0,54
241,12500,14,2010-02-23,Returned,Unknown,0.0,2
242,12647,14,2010-02-23,Returned,Unknown,0.0,2
243,12755,19,2010-02-23,Returned,Unknown,0.0,1
244,12647,14,2010-02-23,Returned,Unknown,0.0,1
245,12682,13,2010-02-23,Completed,Unknown,0.0,23
246,12523,13,2010-02-23,Returned,Unknown,0.0,3
247,12472,14,2010-02-23,Completed,Unknown,0.0,16
248,12647,14,2010-02-23,Completed,Unknown,0.0,1
249,12727,13,2010-02-23,Completed,Unknown,0.0,29
250,12755,19,2010-02-23,Completed,Unknown,0.0,19
251,12471,14,2010-02-23,Returned,Unknown,0.0,1
252,12755,19,2010-02-23,Returned,Unknown,0.0,19
253,12500,14,2010-02-23,Returned,Unknown,0.0,2
254,14646,24,2010-02-24,Completed,Unknown,0.0,4
255,12482,33,2010-02-24,Completed,Unknown,0.0,13
256,12482,33,2010-02-24,Completed,Unknown,0.0,13
257,12482,33,2010-02-24,Completed,Unknown,0.0,13
258,12482,33,2010-02-24,Completed,Unknown,0.0,13
259,12482,33,2010-02-24,Completed,Unknown,0.0,13
260,12583,13,2010-02-25,Completed,Unknown,0.0,19
261,12500,14,2010-02-25,Completed,Unknown,0.0,6
262,12647,14,2010-02-25,Completed,Unknown,0.0,2
263,14646,24,2010-02-26,Returned,Unknown,0.0,2
264,14646,24,2010-02-26,Completed,Unknown,0.0,2
265,14646,24,2010-02-26,Completed,Unknown,0.0,23
266,14646,24,2010-02-26,Completed,Unknown,0.0,1
267,12708,14,2010-02-28,Completed,Unknown,0.0,14
268,12484,32,2010-02-28,Completed,Unknown,0.0,6
269,12471,14,2010-02-28,Completed,Unknown,0.0,20
270,12779,27,2010-03-01,Completed,Unknown,0.0,15
271,12598,13,2010-03-01,Completed,Unknown,0.0,36
272,12540,32,2010-03-01,Completed,Unknown,0.0,14
273,14646,24,2010-03-01,Returned,Unknown,0.0,1
274,12525,13,2010-03-02,Returned,Unknown,0.0,2
275,12663,14,2010-03-02,Returned,Unknown,0.0,1
276,12809,28,2010-03-02,Completed,Unknown,0.0,33
277,12785,28,2010-03-02,Returned,Unknown,0.0,1
278,14646,24,2010-03-02,Completed,Unknown,0.0,19
279,12731,13,2010-03-02,Completed,Unknown,0.0,33
280,12623,14,2010-03-02,Completed,Unknown,0.0,15
281,12525,13,2010-03-02,Completed,Unknown,0.0,32
282,12645,14,2010-03-03,Completed,Unknown,0.0,19
283,12594,18,2010-03-03,Completed,Unknown,0.0,11
284,12681,13,2010-03-03,Completed,Unknown,0.0,16
285,12598,13,2010-03-03,Completed,Unknown,0.0,2
286,12472,14,2010-03-03,Returned,Unknown,0.0,4
287,12426,14,2010-03-03,Returned,Unknown,0.0,5
288,12598,13,2010-03-03,Returned,Unknown,0.0,2
289,12431,1,2010-03-04,Completed,Unknown,0.0,17
290,12490,13,2010-03-04,Completed,Unknown,0.0,11
291,12371,34,2010-03-04,Completed,Unknown,0.0,16
292,12371,34,2010-03-04,Completed,Unknown,0.0,16
293,12391,8,2010-03-04,Returned,Unknown,0.0,6
294,12647,14,2010-03-05,Completed,Unknown,0.0,8
295,12417,4,2010-03-05,Completed,Unknown,0.0,29
296,17508,15,2010-03-05,Completed,Unknown,0.0,23
297,12437,13,2010-03-05,Completed,Unknown,0.0,18
298,12497,14,2010-03-05,Completed,Unknown,0.0,16
299,12568,14,2010-03-05,Completed,Unknown,0.0,4
300,12399,4,2010-03-05,Completed,Unknown,0.0,14
301,12668,14,2010-03-07,Completed,Unknown,0.0,110
302,12530,14,2010-03-07,Completed,Unknown,0.0,16
303,12472,14,2010-03-08,Completed,Unknown,0.0,22
304,12514,18,2010-03-08,Completed,Unknown,0.0,33
305,12359,8,2010-03-08,Completed,Unknown,0.0,19
306,12524,14,2010-03-08,Completed,Unknown,0.0,5
307,12765,24,2010-03-08,Completed,Unknown,0.0,9
308,12369,2,2010-03-08,Completed,Unknown,0.0,8
309,12809,28,2010-03-08,Returned,Unknown,0.0,1
310,12708,14,2010-03-08,Returned,Unknown,0.0,1
311,12525,13,2010-03-08,Returned,Unknown,0.0,4
312,12542,32,2010-03-09,Completed,Unknown,0.0,25
313,12682,13,2010-03-09,Completed,Unknown,0.0,22
314,12490,13,2010-03-09,Completed,Unknown,0.0,21
315,12648,14,2010-03-09,Completed,Unknown,0.0,6
316,12495,33,2010-03-09,Completed,Unknown,0.0,16
317,12471,14,2010-03-10,Completed,Unknown,0.0,15
318,12483,33,2010-03-10,Completed,Unknown,0.0,8
319,12638,33,2010-03-10,Completed,Unknown,0.0,8
320,12471,14,2010-03-10,Completed,Unknown,0.0,7
321,12437,13,2010-03-10,Returned,Unknown,0.0,4
322,14646,24,2010-03-11,Completed,Unknown,0.0,24
323,12692,13,2010-03-12,Completed,Unknown,0.0,13
324,12500,14,2010-03-12,Returned,Unknown,0.0,1
325,12523,13,2010-03-12,Completed,Unknown,0.0,12
326,14646,24,2010-03-12,Completed,Unknown,0.0,1
327,12435,10,2010-03-12,Completed,Unknown,0.0,15
328,14646,24,2010-03-12,Completed,Unknown,0.0,8
329,14646,24,2010-03-12,Completed,Unknown,0.0,23
330,14646,24,2010-03-14,Completed,Unknown,0.0,29
331,12755,19,2010-03-15,Returned,Unknown,0.0,4
332,12703,14,2010-03-15,Completed,Unknown,0.0,6
333,12755,19,2010-03-15,Completed,Unknown,0.0,4
334,14646,24,2010-03-15,Completed,Unknown,0.0,1
335,12495,33,2010-03-15,Returned,Unknown,0.0,2
336,12471,14,2010-03-15,Returned,Unknown,0.0,1
337,12714,13,2010-03-15,Completed,Unknown,0.0,49
338,12366,8,2010-03-16,Completed,Unknown,0.0,3
339,12483,33,2010-03-16,Completed,Unknown,0.0,2
340,12703,14,2010-03-16,Completed,Unknown,0.0,5
341,12701,14,2010-03-16,Completed,Unknown,0.0,34
342,12500,14,2010-03-16,Completed,Unknown,0.0,5
343,12703,14,2010-03-16,Returned,Unknown,0.0,6
344,12483,33,2010-03-16,Returned,Unknown,0.0,1
345,13902,10,2010-03-17,Completed,Unknown,0.0,4
346,12709,14,2010-03-17,Completed,Unknown,0.0,37
347,12500,14,2010-03-17,Returned,Unknown,0.0,1
348,12647,14,2010-03-18,Completed,Unknown,0.0,24
349,12615,13,2010-03-18,Completed,Unknown,0.0,61
350,12621,14,2010-03-18,Completed,Unknown,0.0,27
351,12418,34,2010-03-19,Completed,Unknown,0.0,24
352,12796,24,2010-03-21,Completed,Unknown,0.0,6
353,12368,8,2010-03-21,Completed,Unknown,0.0,18
354,12472,14,2010-03-22,Completed,Unknown,0.0,13
355,12533,14,2010-03-22,Completed,Unknown,0.0,27
356,12639,33,2010-03-22,Completed,Unknown,0.0,14
357,17508,15,2010-03-22,Returned,Unknown,0.0,1
358,12472,14,2010-03-23,Returned,Unknown,0.0,3
359,12809,28,2010-03-23,Returned,Unknown,0.0,1
360,12359,8,2010-03-23,Completed,Unknown,0.0,13
361,12455,8,2010-03-23,Completed,Unknown,0.0,12
362,16321,1,2010-03-23,Completed,Unknown,0.0,2
363,12809,28,2010-03-23,Returned,Unknown,0.0,1
364,12681,13,2010-03-24,Completed,Unknown,0.0,17
365,12758,28,2010-03-24,Completed,Unknown,0.0,64
366,12524,14,2010-03-24,Completed,Unknown,0.0,6
367,12742,37,2010-03-24,Completed,Unknown,0.0,67
368,12437,13,2010-03-24,Completed,Unknown,0.0,14
369,12663,14,2010-03-25,Completed,Unknown,0.0,2
370,12791,24,2010-03-25,Completed,Unknown,0.0,6
371,12471,14,2010-03-25,Completed,Unknown,0.0,27
372,12370,2,2010-03-25,Completed,Unknown,0.0,6
373,12370,2,2010-03-25,Completed,Unknown,0.0,2
374,12373,2,2010-03-25,Completed,Unknown,0.0,15
375,12471,14,2010-03-25,Completed,Unknown,0.0,3
376,12510,32,2010-03-25,Completed,Unknown,0.0,20
377,12726,13,2010-03-25,Completed,Unknown,0.0,9
378,12540,32,2010-03-25,Completed,Unknown,0.0,17
379,12647,14,2010-03-26,Returned,Unknown,0.0,3
380,12615,13,2010-03-26,Returned,Unknown,0.0,4
381,14646,24,2010-03-26,Completed,Unknown,0.0,1
382,12477,14,2010-03-26,Completed,Unknown,0.0,105
383,12471,14,2010-03-26,Completed,Unknown,0.0,1
384,14646,24,2010-03-26,Completed,Unknown,0.0,20
385,14646,24,2010-03-26,Completed,Unknown,0.0,27
386,12791,24,2010-03-26,Completed,Unknown,0.0,6
387,12472,14,2010-03-29,Returned,Unknown,0.0,1
388,12496,32,2010-03-29,Completed,Unknown,0.0,1
389,12496,32,2010-03-29,Completed,Unknown,0.0,9
390,12681,13,2010-03-30,Returned,Unknown,0.0,4
391,14935,7,2010-03-30,Completed,Unknown,0.0,16
392,12533,14,2010-03-31,Returned,Unknown,0.0,5
393,12510,32,2010-03-31,Returned,Unknown,0.0,3
394,12662,14,2010-04-01,Completed,Unknown,0.0,29
395,12472,14,2010-04-01,Completed,Unknown,0.0,39
396,12417,4,2010-04-01,Completed,Unknown,0.0,13
397,12647,14,2010-04-01,Completed,Unknown,0.0,17
398,12609,14,2010-04-01,Completed,Unknown,0.0,19
399,12583,13,2010-04-01,Completed,Unknown,0.0,25
400,14646,24,2010-04-01,Completed,Unknown,0.0,31
401,12708,14,2010-04-01,Completed,Unknown,0.0,14
402,14265,38,2010-04-06,Completed,Unknown,0.0,14
403,12482,33,2010-04-07,Completed,Unknown,0.0,11
404,12482,33,2010-04-07,Completed,Unknown,0.0,11
405,12482,33,2010-04-07,Completed,Unknown,0.0,11
406,12770,19,2010-04-07,Returned,Unknown,0.0,1
407,12482,33,2010-04-07,Completed,Unknown,0.0,11
408,12643,13,2010-04-07,Completed,Unknown,0.0,9
409,12711,14,2010-04-07,Completed,Unknown,0.0,31
410,12482,33,2010-04-07,Completed,Unknown,0.0,11
411,12765,24,2010-04-08,Completed,Unknown,0.0,12
412,12709,14,2010-04-08,Completed,Unknown,0.0,33
413,12709,14,2010-04-08,Completed,Unknown,0.0,5
414,12422,1,2010-04-08,Completed,Unknown,0.0,10
415,12468,14,2010-04-09,Completed,Unknown,0.0,56
416,12786,24,2010-04-09,Completed,Unknown,0.0,17
417,12681,13,2010-04-09,Completed,Unknown,0.0,13
418,12613,14,2010-04-09,Completed,Unknown,0.0,23
419,13520,34,2010-04-11,Completed,Unknown,0.0,24
420,12500,14,2010-04-11,Completed,Unknown,0.0,8
421,12481,14,2010-04-11,Completed,Unknown,0.0,50
422,12590,14,2010-04-12,Returned,Unknown,0.0,1
423,12359,8,2010-04-12,Returned,Unknown,0.0,2
424,12418,34,2010-04-12,Returned,Unknown,0.0,1
425,12417,4,2010-04-12,Returned,Unknown,0.0,1
426,14930,7,2010-04-12,Completed,Unknown,0.0,51
427,12671,14,2010-04-12,Completed,Unknown,0.0,44
428,12805,24,2010-04-13,Completed,Unknown,0.0,11
429,12459,32,2010-04-13,Completed,Unknown,0.0,22
430,12542,32,2010-04-13,Returned,Unknown,0.0,5
431,12471,14,2010-04-14,Completed,Unknown,0.0,6
432,12471,14,2010-04-14,Completed,Unknown,0.0,29
433,12682,13,2010-04-14,Completed,Unknown,0.0,32
434,12437,13,2010-04-14,Completed,Unknown,0.0,19
435,12542,32,2010-04-14,Returned,Unknown,0.0,1
436,12474,14,2010-04-15,Completed,Unknown,0.0,18
437,12540,32,2010-04-15,Completed,Unknown,0.0,7
438,13813,14,2010-04-16,Completed,Unknown,0.0,20
439,17404,33,2010-04-16,Completed,Unknown,0.0,21
440,12395,4,2010-04-16,Completed,Unknown,0.0,51
441,12437,13,2010-04-16,Completed,Unknown,0.0,5
442,12778,24,2010-04-16,Completed,Unknown,0.0,26
443,12482,33,2010-04-18,Completed,Unknown,0.0,9
444,12402,4,2010-04-18,Completed,Unknown,0.0,16
445,12482,33,2010-04-18,Completed,Unknown,0.0,6
446,12482,33,2010-04-18,Completed,Unknown,0.0,7
447,12482,33,2010-04-18,Completed,Unknown,0.0,14
448,12791,24,2010-04-18,Completed,Unknown,0.0,8
449,12482,33,2010-04-18,Completed,Unknown,0.0,14
450,12482,33,2010-04-19,Completed,Unknown,0.0,2
451,12482,33,2010-04-19,Completed,Unknown,0.0,1
452,12516,14,2010-04-19,Completed,Unknown,0.0,24
453,12742,37,2010-04-19,Returned,Unknown,0.0,1
454,12780,24,2010-04-20,Completed,Unknown,0.0,19
455,12623,14,2010-04-20,Completed,Unknown,0.0,18
456,12647,14,2010-04-20,Completed,Unknown,0.0,13
457,12471,14,2010-04-20,Returned,Unknown,0.0,6
458,12391,8,2010-04-21,Completed,Unknown,0.0,1
459,12402,4,2010-04-21,Returned,Unknown,0.0,1
460,12391,8,2010-04-21,Completed,Unknown,0.0,48
461,12530,14,2010-04-21,Completed,Unknown,0.0,15
462,12588,12,2010-04-21,Completed,Unknown,0.0,16
463,12681,13,2010-04-21,Completed,Unknown,0.0,48
464,12631,12,2010-04-21,Completed,Unknown,0.0,53
465,12631,12,2010-04-21,Completed,Unknown,0.0,1
466,12709,14,2010-04-21,Completed,Unknown,0.0,42
467,14646,24,2010-04-22,Completed,Unknown,0.0,14
468,12504,14,2010-04-22,Completed,Unknown,0.0,5
469,12625,14,2010-04-22,Completed,Unknown,0.0,37
470,12406,10,2010-04-22,Completed,Unknown,0.0,10
471,12468,14,2010-04-22,Returned,Unknown,0.0,6
472,12643,13,2010-04-22,Returned,Unknown,0.0,2
473,12472,14,2010-04-22,Returned,Unknown,0.0,5
474,12483,33,2010-04-23,Completed,Unknown,0.0,8
475,12672,13,2010-04-23,Completed,Unknown,0.0,11
476,12709,14,2010-04-23,Returned,Unknown,0.0,6
477,13813,14,2010-04-23,Returned,Unknown,0.0,4
478,12474,14,2010-04-25,Completed,Unknown,0.0,35
479,12472,14,2010-04-26,Completed,Unknown,0.0,27
480,12712,14,2010-04-26,Completed,Unknown,0.0,15
