order_item_id,order_id,product_id,quantity,unit_price,unit_cost,discount_pct,gross_amount,discount_amount,line_revenue,line_cost,line_profit
67,3,949,30,2.24,1.8,0.0,67.2,0.0,67.2,54.0,13.2
68,3,918,12,1.44,1.13,0.0,17.28,0.0,17.28,13.56,3.72
69,3,917,6,3.39,2.73,0.0,20.34,0.0,20.34,16.38,3.96
70,3,907,12,1.44,1.18,0.0,17.28,0.0,17.28,14.16,3.12
71,3,153,30,2.24,1.8,0.0,67.2,0.0,67.2,54.0,13.2
72,3,166,30,1.9,1.53,0.0,57.0,0.0,57.0,45.9,11.1
73,3,286,16,1.44,1.14,0.0,23.04,0.0,23.04,18.24,4.8
74,3,1079,8,4.54,3.72,0.0,36.32,0.0,36.32,29.76,6.56
75,3,163,100,1.67,1.34,0.0,167.0,0.0,167.0,134.0,33.0
76,3,162,40,0.98,0.79,0.0,39.2,0.0,39.2,31.6,7.6
77,3,176,2,9.14,7.36,0.0,18.28,0.0,18.28,14.72,3.56
78,3,290,12,0.98,0.77,0.0,11.76,0.0,11.76,9.24,2.52
79,3,892,12,3.39,2.78,0.0,40.68,0.0,40.68,33.36,7.32
80,3,257,6,3.39,2.78,0.0,20.34,0.0,20.34,16.68,3.66
81,3,3081,12,1.67,1.29,0.0,20.04,0.0,20.04,15.48,4.56
82,3,3084,24,0.63,0.52,0.0,15.12,0.0,15.12,12.48,2.64
83,3,3093,6,3.39,2.73,0.0,20.34,0.0,20.34,16.38,3.96
84,3,3096,6,6.84,5.56,0.0,41.04,0.0,41.04,33.36,7.68
85,3,3097,6,6.84,5.56,0.0,41.04,0.0,41.04,33.36,7.68
86,3,3098,6,6.84,5.56,0.0,41.04,0.0,41.04,33.36,7.68
87,3,3099,3,6.84,5.56,0.0,20.52,0.0,20.52,16.68,3.84
88,3,1081,6,3.39,2.63,0.0,20.34,0.0,20.34,15.78,4.56
89,3,3182,30,2.24,1.8,0.0,67.2,0.0,67.2,54.0,13.2
90,3,604,16,1.9,1.53,0.0,30.4,0.0,30.4,24.48,5.92
91,3,1078,8,3.97,3.26,0.0,31.76,0.0,31.76,26.08,5.68
92,3,1076,3,5.69,4.67,0.0,17.07,0.0,17.07,14.01,3.06
93,3,1040,4,4.31,3.47,0.0,17.24,0.0,17.24,13.88,3.36
94,3,602,8,1.9,1.53,0.0,15.2,0.0,15.2,12.24,2.96
95,3,603,24,3.9,3.14,0.0,93.6,0.0,93.6,75.36,18.24
96,3,177,12,7.3,5.88,0.0,87.6,0.0,87.6,70.56,17.04
97,3,668,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
98,3,891,6,12.59,9.57,0.0,75.54,0.0,75.54,57.42,18.12
99,4,1054,12,3.39,2.58,0.0,40.68,0.0,40.68,30.96,9.72
100,4,3050,12,1.44,1.19,0.0,17.28,0.0,17.28,14.28,3.0
101,4,1057,12,3.39,2.58,0.0,40.68,0.0,40.68,30.96,9.72
102,4,921,4,4.89,4.01,0.0,19.56,0.0,19.56,16.04,3.52
103,4,901,12,1.44,1.18,0.0,17.28,0.0,17.28,14.16,3.12
104,4,1050,12,3.39,2.68,0.0,40.68,0.0,40.68,32.16,8.52
105,4,922,6,2.42,1.98,0.0,14.52,0.0,14.52,11.88,2.64
106,4,3067,24,0.98,0.76,0.0,23.52,0.0,23.52,18.24,5.28
107,4,3278,6,1.9,1.42,0.0,11.4,0.0,11.4,8.52,2.88
108,5,3303,9,5.69,4.67,0.0,51.21,0.0,51.21,42.03,9.18
109,5,48,25,0.48,0.36,0.0,12.0,0.0,12.0,9.0,3.0
110,5,674,4,4.89,4.01,0.0,19.56,0.0,19.56,16.04,3.52
111,5,675,3,5.69,4.71,0.0,17.07,0.0,17.07,14.13,2.94
112,5,813,12,1.9,1.47,0.0,22.8,0.0,22.8,17.64,5.16
113,5,815,6,3.39,2.63,0.0,20.34,0.0,20.34,15.78,4.56
114,5,853,24,0.98,0.81,0.0,23.52,0.0,23.52,19.44,4.08
115,5,18,6,6.84,5.71,0.0,41.04,0.0,41.04,34.26,6.78
116,5,973,24,0.63,0.52,0.0,15.12,0.0,15.12,12.48,2.64
117,5,1039,4,4.31,3.53,0.0,17.24,0.0,17.24,14.12,3.12
118,5,854,24,0.98,0.81,0.0,23.52,0.0,23.52,19.44,4.08
119,5,892,6,3.39,2.78,0.0,20.34,0.0,20.34,16.68,3.66
120,5,1040,4,4.31,3.47,0.0,17.24,0.0,17.24,13.88,3.36
121,5,1044,12,1.9,1.44,0.0,22.8,0.0,22.8,17.28,5.52
122,5,1140,3,11.44,8.87,0.0,34.32,0.0,34.32,26.61,7.71
123,5,2976,24,0.98,0.76,0.0,23.52,0.0,23.52,18.24,5.28
124,5,2977,24,1.44,1.12,0.0,34.56,0.0,34.56,26.88,7.68
125,5,2526,2,1.67,1.38,0.0,3.34,0.0,3.34,2.76,0.58
126,5,17,6,6.84,5.71,0.0,41.04,0.0,41.04,34.26,6.78
127,5,257,12,3.39,2.78,0.0,40.68,0.0,40.68,33.36,7.32
128,5,273,3,2.93,2.42,0.0,8.79,0.0,8.79,7.26,1.53
129,5,3052,24,1.9,1.47,0.0,45.6,0.0,45.6,35.28,10.32
130,5,3050,12,1.44,1.19,0.0,17.28,0.0,17.28,14.28,3.0
131,5,3148,12,1.44,1.09,0.0,17.28,0.0,17.28,13.08,4.2
132,5,3098,3,6.84,5.56,0.0,20.52,0.0,20.52,16.68,3.84
133,5,135,6,3.74,3.04,0.0,22.44,0.0,22.44,18.24,4.2
134,5,1204,12,0.98,0.81,0.0,11.76,0.0,11.76,9.72,2.04
135,5,1266,24,0.75,0.62,0.0,18.0,0.0,18.0,14.88,3.12
136,5,664,2,9.14,7.49,0.0,18.28,0.0,18.28,14.98,3.3
137,5,458,16,0.98,0.8,0.0,15.68,0.0,15.68,12.8,2.88
138,5,447,3,11.44,9.38,0.0,34.32,0.0,34.32,28.14,6.18
139,5,1280,8,1.9,1.44,0.0,15.2,0.0,15.2,11.52,3.68
140,5,1268,24,0.98,0.76,0.0,23.52,0.0,23.52,18.24,5.28
141,5,649,25,0.48,0.4,0.0,12.0,0.0,12.0,10.0,2.0
142,5,462,8,1.94,1.59,0.0,15.52,0.0,15.52,12.72,2.8
143,5,1187,8,1.9,1.57,0.0,15.2,0.0,15.2,12.56,2.64
144,5,1203,12,1.44,1.19,0.0,17.28,0.0,17.28,14.28,3.0
145,5,670,6,5.69,4.67,0.0,34.14,0.0,34.14,28.02,6.12
146,5,668,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
147,5,131,8,1.44,1.18,0.0,11.52,0.0,11.52,9.44,2.08
148,5,672,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
149,5,3197,6,3.39,2.63,0.0,20.34,0.0,20.34,15.78,4.56
150,5,159,10,1.44,1.16,0.0,14.4,0.0,14.4,11.6,2.8
151,6,3278,6,1.9,1.42,0.0,11.4,0.0,11.4,8.52,2.88
152,6,922,6,2.42,1.98,0.0,14.52,0.0,14.52,11.88,2.64
153,6,1057,12,3.39,2.58,0.0,40.68,0.0,40.68,30.96,9.72
154,6,3050,12,1.44,1.19,0.0,17.28,0.0,17.28,14.28,3.0
155,6,3067,24,0.98,0.76,0.0,23.52,0.0,23.52,18.24,5.28
156,6,1050,12,3.39,2.68,0.0,40.68,0.0,40.68,32.16,8.52
157,6,921,4,4.89,4.01,0.0,19.56,0.0,19.56,16.04,3.52
158,6,901,12,1.44,1.18,0.0,17.28,0.0,17.28,14.16,3.12
159,6,1054,12,3.39,2.58,0.0,40.68,0.0,40.68,30.96,9.72
160,7,813,24,1.9,1.47,0.0,45.6,0.0,45.6,35.28,10.32
161,7,1298,12,2.93,2.4,0.0,35.16,0.0,35.16,28.8,6.36
162,7,605,8,6.84,5.51,0.0,54.72,0.0,54.72,44.08,10.64
163,7,608,12,1.44,1.16,0.0,17.28,0.0,17.28,13.92,3.36
164,7,598,6,3.39,2.73,0.0,20.34,0.0,20.34,16.38,3.96
165,7,599,6,2.42,1.95,0.0,14.52,0.0,14.52,11.7,2.82
166,7,137,2,7.76,6.01,0.0,15.52,0.0,15.52,12.02,3.5
167,7,135,6,3.74,3.04,0.0,22.44,0.0,22.44,18.24,4.2
168,7,46,25,0.48,0.36,0.0,12.0,0.0,12.0,9.0,3.0
169,7,45,25,0.48,0.36,0.0,12.0,0.0,12.0,9.0,3.0
170,7,311,192,0.83,0.64,0.0,159.36,0.0,159.36,122.88,36.48
171,7,154,10,2.24,1.8,0.0,22.4,0.0,22.4,18.0,4.4
172,7,153,10,2.24,1.8,0.0,22.4,0.0,22.4,18.0,4.4
173,7,160,10,0.98,0.79,0.0,9.8,0.0,9.8,7.9,1.9
174,7,1299,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
175,7,458,16,0.98,0.8,0.0,15.68,0.0,15.68,12.8,2.88
176,7,442,24,0.63,0.52,0.0,15.12,0.0,15.12,12.48,2.64
177,7,3182,20,2.24,1.8,0.0,44.8,0.0,44.8,36.0,8.8
178,7,440,12,1.67,1.32,0.0,20.04,0.0,20.04,15.84,4.2
179,7,323,12,2.93,2.36,0.0,35.16,0.0,35.16,28.32,6.84
180,8,257,3,3.39,2.78,0.0,10.17,0.0,10.17,8.34,1.83
181,8,1158,7,1.9,1.47,0.0,13.3,0.0,13.3,10.29,3.01
182,9,1037,23,3.16,2.59,0.0,72.68,0.0,72.68,59.57,13.11
183,9,1038,18,3.16,2.59,0.0,56.88,0.0,56.88,46.62,10.26
184,9,359,150,0.74,0.61,0.0,111.0,0.0,111.0,91.5,19.5
185,10,891,1,12.59,9.57,0.0,12.59,0.0,12.59,9.57,3.02
186,11,2789,480,2.42,1.98,0.0,1161.6,0.0,1161.6,950.4,211.2
187,12,288,12,0.98,0.77,0.0,11.76,0.0,11.76,9.24,2.52
188,12,602,16,1.9,1.53,0.0,30.4,0.0,30.4,24.48,5.92
189,12,286,16,1.44,1.14,0.0,23.04,0.0,23.04,18.24,4.8
190,12,290,12,0.98,0.77,0.0,11.76,0.0,11.76,9.24,2.52
191,12,469,6,3.39,2.68,0.0,20.34,0.0,20.34,16.08,4.26
192,12,144,4,4.31,3.37,0.0,17.24,0.0,17.24,13.48,3.76
193,12,2839,16,0.75,0.59,0.0,12.0,0.0,12.0,9.44,2.56
194,12,2516,12,1.44,1.12,0.0,17.28,0.0,17.28,13.44,3.84
195,12,1298,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
196,12,1272,6,5.69,4.41,0.0,34.14,0.0,34.14,26.46,7.68
197,12,605,8,6.84,5.51,0.0,54.72,0.0,54.72,44.08,10.64
198,12,833,6,6.84,5.66,0.0,41.04,0.0,41.04,33.96,7.08
199,12,856,12,1.44,1.14,0.0,17.28,0.0,17.28,13.68,3.6
200,12,880,12,1.44,1.19,0.0,17.28,0.0,17.28,14.28,3.0
201,12,956,10,1.9,1.53,0.0,19.0,0.0,19.0,15.3,3.7
202,12,1102,6,5.69,4.67,0.0,34.14,0.0,34.14,28.02,6.12
203,12,1103,6,5.69,4.71,0.0,34.14,0.0,34.14,28.26,5.88
204,12,162,10,0.98,0.79,0.0,9.8,0.0,9.8,7.9,1.9
205,12,176,4,9.14,7.36,0.0,36.56,0.0,36.56,29.44,7.12
206,12,177,4,9.14,7.36,0.0,36.56,0.0,36.56,29.44,7.12
207,12,284,16,1.44,1.14,0.0,23.04,0.0,23.04,18.24,4.8
208,12,2902,6,2.93,2.29,0.0,17.58,0.0,17.58,13.74,3.84
209,12,1169,12,1.9,1.59,0.0,22.8,0.0,22.8,19.08,3.72
210,12,2901,24,0.48,0.4,0.0,11.52,0.0,11.52,9.6,1.92
211,12,3173,6,3.39,2.81,0.0,20.34,0.0,20.34,16.86,3.48
212,12,3292,12,0.98,0.77,0.0,11.76,0.0,11.76,9.24,2.52
213,13,1220,96,2.93,2.31,0.0,281.28,0.0,281.28,221.76,59.52
214,13,1112,120,2.42,1.91,0.0,290.4,0.0,290.4,229.2,61.2
215,13,1095,144,1.9,1.47,0.0,273.6,0.0,273.6,211.68,61.92
216,13,605,36,6.27,5.05,0.0,225.72,0.0,225.72,181.8,43.92
217,13,2468,288,0.83,0.62,0.0,239.04,0.0,239.04,178.56,60.48
218,13,2977,216,1.22,0.95,0.0,263.52,0.0,263.52,205.2,58.32
219,13,1284,288,0.63,0.49,0.0,181.44,0.0,181.44,141.12,40.32
220,13,1049,120,1.67,1.27,0.0,200.4,0.0,200.4,152.4,48.0
221,13,1283,288,0.63,0.49,0.0,181.44,0.0,181.44,141.12,40.32
222,13,346,96,0.74,0.61,0.0,71.04,0.0,71.04,58.56,12.48
223,13,463,96,1.67,1.37,0.0,160.32,0.0,160.32,131.52,28.8
224,13,1242,288,1.22,0.95,0.0,351.36,0.0,351.36,273.6,77.76
225,13,3197,480,2.93,2.27,0.0,1406.4,0.0,1406.4,1089.6,316.8
226,13,668,48,2.42,1.98,0.0,116.16,0.0,116.16,95.04,21.12
227,13,889,36,4.31,3.57,0.0,155.16,0.0,155.16,128.52,26.64
228,13,770,24,9.77,8.01,0.0,234.48,0.0,234.48,192.24,42.24
229,13,257,32,2.93,2.4,0.0,93.76,0.0,93.76,76.8,16.96
230,13,1222,96,2.93,2.31,0.0,281.28,0.0,281.28,221.76,59.52
231,13,1282,288,0.63,0.49,0.0,181.44,0.0,181.44,141.12,40.32
232,13,1045,120,2.13,1.62,0.0,255.6,0.0,255.6,194.4,61.2
233,14,1112,160,2.42,1.91,0.0,387.2,0.0,387.2,305.6,81.6
234,14,2623,144,3.16,2.45,0.0,455.04,0.0,455.04,352.8,102.24
235,14,1290,288,0.98,0.74,0.0,282.24,0.0,282.24,213.12,69.12
236,15,643,3,2.24,1.7,0.0,6.72,0.0,6.72,5.1,1.62
237,15,3302,6,5.69,4.67,0.0,34.14,0.0,34.14,28.02,6.12
238,15,605,1,6.84,5.51,0.0,6.84,0.0,6.84,5.51,1.33
239,16,457,1,1.44,1.16,0.0,1.44,0.0,1.44,1.16,0.28
240,16,246,1,2.42,1.95,0.0,2.42,0.0,2.42,1.95,0.47
241,17,603,4,4.31,3.47,0.0,17.24,0.0,17.24,13.88,3.36
242,17,910,12,0.75,0.62,0.0,9.0,0.0,9.0,7.44,1.56
243,17,787,24,0.98,0.81,0.0,23.52,0.0,23.52,19.44,4.08
244,17,605,2,6.84,5.51,0.0,13.68,0.0,13.68,11.02,2.66
245,17,457,24,1.44,1.16,0.0,34.56,0.0,34.56,27.84,6.72
246,17,601,4,4.89,3.94,0.0,19.56,0.0,19.56,15.76,3.8
247,17,2488,8,1.67,1.27,0.0,13.36,0.0,13.36,10.16,3.2
248,17,1168,12,1.9,1.57,0.0,22.8,0.0,22.8,18.84,3.96
249,17,1026,24,1.71,1.4,0.0,41.04,0.0,41.04,33.6,7.44
250,17,1167,12,1.9,1.44,0.0,22.8,0.0,22.8,17.28,5.52
251,17,3149,12,1.44,1.09,0.0,17.28,0.0,17.28,13.08,4.2
252,17,3146,12,1.44,1.09,0.0,17.28,0.0,17.28,13.08,4.2
253,17,2490,24,1.71,1.4,0.0,41.04,0.0,41.04,33.6,7.44
254,17,2505,6,3.39,2.78,0.0,20.34,0.0,20.34,16.68,3.66
255,17,2856,12,1.44,1.12,0.0,17.28,0.0,17.28,13.44,3.84
256,17,2560,6,3.39,2.78,0.0,20.34,0.0,20.34,16.68,3.66
257,17,914,12,0.75,0.61,0.0,9.0,0.0,9.0,7.32,1.68
258,17,1022,8,1.9,1.44,0.0,15.2,0.0,15.2,11.52,3.68
259,17,1166,12,1.9,1.57,0.0,22.8,0.0,22.8,18.84,3.96
260,17,1094,12,0.98,0.73,0.0,11.76,0.0,11.76,8.76,3.0
261,17,913,12,0.75,0.62,0.0,9.0,0.0,9.0,7.44,1.56
262,17,912,12,0.75,0.62,0.0,9.0,0.0,9.0,7.44,1.56
263,18,359,12,0.98,0.8,0.0,11.76,0.0,11.76,9.6,2.16
264,18,358,12,0.98,0.8,0.0,11.76,0.0,11.76,9.6,2.16
265,18,1102,9,5.69,4.67,0.0,51.21,0.0,51.21,42.03,9.18
266,18,1278,8,1.9,1.44,0.0,15.2,0.0,15.2,11.52,3.68
267,18,348,12,0.98,0.8,0.0,11.76,0.0,11.76,9.6,2.16
268,18,352,12,0.75,0.61,0.0,9.0,0.0,9.0,7.32,1.68
269,18,376,24,1.44,1.09,0.0,34.56,0.0,34.56,26.16,8.4
270,18,363,12,0.75,0.61,0.0,9.0,0.0,9.0,7.32,1.68
271,18,3092,6,4.31,3.53,0.0,25.86,0.0,25.86,21.18,4.68
272,18,442,24,0.63,0.52,0.0,15.12,0.0,15.12,12.48,2.64
273,18,135,6,3.74,3.04,0.0,22.44,0.0,22.44,18.24,4.2
274,18,3089,6,4.31,3.53,0.0,25.86,0.0,25.86,21.18,4.68
275,18,1280,16,1.9,1.44,0.0,30.4,0.0,30.4,23.04,7.36
276,18,1298,12,2.93,2.4,0.0,35.16,0.0,35.16,28.8,6.36
277,18,1299,6,2.93,2.4,0.0,17.58,0.0,17.58,14.4,3.18
278,18,134,6,3.74,3.04,0.0,22.44,0.0,22.44,18.24,4.2
279,18,916,12,1.44,1.16,0.0,17.28,0.0,17.28,13.92,3.36
280,19,917,7,3.39,2.73,0.0,23.73,0.0,23.73,19.11,4.62
281,19,955,10,1.9,1.53,0.0,19.0,0.0,19.0,15.3,3.7
282,19,1079,1,4.54,3.72,0.0,4.54,0.0,4.54,3.72,0.82
283,19,916,6,1.44,1.16,0.0,8.64,0.0,8.64,6.96,1.68
284,19,915,7,4.31,3.37,0.0,30.17,0.0,30.17,23.59,6.58
285,19,936,7,4.31,3.37,0.0,30.17,0.0,30.17,23.59,6.58
286,19,937,8,4.31,3.37,0.0,34.48,0.0,34.48,26.96,7.52
287,19,3254,3,4.31,3.4,0.0,12.93,0.0,12.93,10.2,2.73
288,19,3255,3,4.31,3.4,0.0,12.93,0.0,12.93,10.2,2.73
289,19,919,14,1.44,1.18,0.0,20.16,0.0,20.16,16.52,3.64
290,19,364,10,1.9,1.53,0.0,19.0,0.0,19.0,15.3,3.7
291,19,1224,2,9.77,7.86,0.0,19.54,0.0,19.54,15.72,3.82
292,19,1090,1,6.84,5.61,0.0,6.84,0.0,6.84,5.61,1.23
293,20,1295,12,0.98,0.8,0.0,11.76,0.0,11.76,9.6,2.16
294,20,3049,12,0.98,0.76,0.0,11.76,0.0,11.76,9.12,2.64
295,20,3096,3,6.84,5.56,0.0,20.52,0.0,20.52,16.68,3.84
296,20,2626,12,0.48,0.39,0.0,5.76,0.0,5.76,4.68,1.08
297,20,1180,3,5.69,4.67,0.0,17.07,0.0,17.07,14.01,3.06
298,20,1179,6,5.69,4.67,0.0,34.14,0.0,34.14,28.02,6.12
299,20,1177,4,11.44,8.69,0.0,45.76,0.0,45.76,34.76,11.0
300,20,3097,6,6.84,5.56,0.0,41.04,0.0,41.04,33.36,7.68
301,20,3123,12,2.24,1.67,0.0,26.88,0.0,26.88,20.04,6.84
302,20,1271,3,5.69,4.58,0.0,17.07,0.0,17.07,13.74,3.33
303,20,3001,16,1.94,1.5,0.0,31.04,0.0,31.04,24.0,7.04
304,20,1246,24,1.44,1.12,0.0,34.56,0.0,34.56,26.88,7.68
305,20,1172,4,9.77,7.42,0.0,39.08,0.0,39.08,29.68,9.4
306,20,1270,3,5.69,4.58,0.0,17.07,0.0,17.07,13.74,3.33
307,20,3124,12,2.24,1.67,0.0,26.88,0.0,26.88,20.04,6.84
308,20,442,24,0.63,0.52,0.0,15.12,0.0,15.12,12.48,2.64
309,20,137,6,7.76,6.01,0.0,46.56,0.0,46.56,36.06,10.5
310,20,138,6,3.74,2.93,0.0,22.44,0.0,22.44,17.58,4.86
311,20,418,12,1.9,1.44,0.0,22.8,0.0,22.8,17.28,5.52
312,20,967,4,7.76,6.01,0.0,31.04,0.0,31.04,24.04,7.0
313,20,817,2,14.66,11.36,0.0,29.32,0.0,29.32,22.72,6.6
314,20,739,24,2.42,1.95,0.0,58.08,0.0,58.08,46.8,11.28
315,20,732,24,0.98,0.8,0.0,23.52,0.0,23.52,19.2,4.32
316,20,719,4,5.69,4.41,0.0,22.76,0.0,22.76,17.64,5.12
317,20,718,6,9.77,7.42,0.0,58.62,0.0,58.62,44.52,14.1
318,20,705,24,1.44,1.16,0.0,34.56,0.0,34.56,27.84,6.72
319,20,702,12,2.93,2.27,0.0,35.16,0.0,35.16,27.24,7.92
320,20,701,12,2.93,2.42,0.0,35.16,0.0,35.16,29.04,6.12
321,20,1092,12,1.44,1.09,0.0,17.28,0.0,17.28,13.08,4.2
322,20,1094,24,0.98,0.73,0.0,23.52,0.0,23.52,17.52,6.0
323,20,1102,6,5.69,4.67,0.0,34.14,0.0,34.14,28.02,6.12
324,20,1103,6,5.69,4.71,0.0,34.14,0.0,34.14,28.26,5.88
325,20,1091,36,1.44,1.09,0.0,51.84,0.0,51.84,39.24,12.6
326,20,1068,6,1.9,1.47,0.0,11.4,0.0,11.4,8.82,2.58
327,20,1016,25,0.48,0.36,0.0,12.0,0.0,12.0,9.0,3.0
328,20,1139,6,7.76,6.01,0.0,46.56,0.0,46.56,36.06,10.5
329,20,1175,6,4.89,3.72,0.0,29.34,0.0,29.34,22.32,7.02
330,20,1147,8,4.89,3.64,0.0,39.12,0.0,39.12,29.12,10.0
331,20,1158,12,1.9,1.47,0.0,22.8,0.0,22.8,17.64,5.16
332,21,662,2,7.76,6.01,0.0,15.52,0.0,15.52,12.02,3.5
333,21,3302,3,5.69,4.67,0.0,17.07,0.0,17.07,14.01,3.06
334,21,3040,3,9.77,8.08,0.0,29.31,0.0,29.31,24.24,5.07
335,21,3039,3,9.77,8.08,0.0,29.31,0.0,29.31,24.24,5.07
336,21,3043,3,11.44,9.47,0.0,34.32,0.0,34.32,28.41,5.91
337,21,133,3,6.84,5.71,0.0,20.52,0.0,20.52,17.13,3.39
338,21,137,4,7.76,6.01,0.0,31.04,0.0,31.04,24.04,7.0
339,21,176,2,9.14,7.36,0.0,18.28,0.0,18.28,14.72,3.56
340,21,177,2,9.14,7.36,0.0,18.28,0.0,18.28,14.72,3.56
341,21,262,6,3.39,2.63,0.0,20.34,0.0,20.34,15.78,4.56
342,21,604,8,1.9,1.53,0.0,15.2,0.0,15.2,12.24,2.96
